EVENT_DATE,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,ACTOR2,ALLY_ACTOR_2,COUNTRY,ADM_LEVEL_1,ADM_LEVEL_2,SOURCE,NOTES,FATALITIES
19/01/2015,Riots/Protests,Protesters (Somalia),,Police Forces of Somaliland (1991-),,Somalia,Awdal,Boorama,Local Source Project,"Some of the residents in Borama held a demonstration in the central market to show support for Suldan Waber, the traditional leader turned rebel and demanded Somaliland forces to leave Borama and Gurijeed. Somaliland police shot in the air to disperse the crowd and arrested 14 teenagers for participating in the demonstration. No casualties were reported. ",0
19/01/2015,Violence against civilians,Unidentified Armed Group (Somalia),,Civilians (Somalia),,Somalia,Banaadir,Mogadisho,Local Source Project,Three unidentified men armed with pistols shot and killed a civilian man and injured another one in Cabdalla iyo Cawareerre neighbourhood (Wardhiigley District) in the evening of 19/01. The victim had a small studio shop and was busy with it when the incident happened. The perpetrators escaped. ,1
19/01/2015,Battle-No change of territory,Jareer-Weyne-Shiidle Sub-Clan Militia (Somalia),,Jareer-Weyne-Shiidle Sub-Clan Militia (Somalia),,Somalia,Shabeellaha Dhexe,Balcad,Local Source Project,Two clan militias hailing from Jareer Weyne/Shidle sub-clan clashed in Gaashaanle village (40km NE of Balcad) in the afternoon of 19/01 following a dispute over the ownership of a farmland. One combatant was so far killed. Jowhar District Police Commissioner stated they will soon send troops and elders to end the hostilities in the village. ,1
19/01/2015,Battle-No change of territory,AMISOM: African Union Mission in Somalia (2007-) ,,Al Shabaab,,Somalia,Shabeellaha Hoose,Afgooye,Local Source Project,AMISOM troops in Ceelasha shelled al Shabaab hide-outs in the southern direction of Laantabuur (12km SW of Afgooye) in the early morning of 19/01. Reports indicate that al Shabaab fighters were regrouping in the area to launch an attack against AMISOM positions in Ceelasha or Afgooye town. Casualties are unknown. ,0
19/01/2015,Remote violence,Military Forces of Somalia (2012-),Government of Somalia (2012-),Al Shabaab,,Somalia,Shabeellaha Hoose,Afgooye,Local Source Project,A RCIED targeted the vehicle of Afgooye Mayor near Xaawo-Cabdi settlement (9km SE of Afgooye) in the morning of 19/01. Three men including the mayor were killed while two SNG soldiers were injured. SNG soldiers reportedly opened fire after the blast. The perpetrators escaped. Al Shabaab later claimed responsibility. ,3
19/01/2015,Riots/Protests,Protesters (Somalia),,,,Somalia,Togdheer,Burao,Local Source Project,About a hundred IDPs staged a peaceful demonstration in Burco airstrip area against the Minister of Civil Aviation on 19/01. The demonstrators were complaining about an order from the minister to remove IDPs from the airstrip land. They appealed to the Somaliland president for intervention. ,0
19/01/2015,Riots/Protests,Protesters (Somalia),,Police Forces of Somaliland (1991-),,Somalia,Woqooyi Galbeed,Berbera,Local Source Project,Berbera local authority with the support of Somaliland police conducted operations to demolish illegal kiosks along the main road in Berbera. Kiosk owners demonstrated in front of the local authority office. Police arrived at the scene and dispersed the demonstrators. ,0
20/01/2015,Battle-No change of territory,Military Forces of Somalia (2012-),,Al Shabaab,,Somalia,Banaadir,Mogadisho,Local Source Project,Al Shabaab fighters launched a hit-and-run attack against SNG forces based in former Pasta Factory (Yaaqshiid District) in the night of 20/01. Both sides exchanged gunfire for about 30 minutes. Casualties are unknown.,0
20/01/2015,Battle-No change of territory,Military Forces of Somalia (2012-),,Al Shabaab,,Somalia,Banaadir,Mogadisho,Local Source Project,Al Shabaab fighters launched a hit-and-run attack against NISA checkpoint in Gubta neighbourhood (Dayniile District) in the night of 20/01. Both sides exchanged gunfire for few minutes after which the attackers were overwhelmed. Casualties could not be established. ,0
20/01/2015,Riots/Protests,Protesters (Somalia),,,,Somalia,Bay,Baydhabo,Somali Midnimo,Residents protest against French magazine Charlie Hebdo for publishing a caricature of prophet Muhammad.,0
20/01/2015,Violence against civilians,Al Shabaab,,Civilians (Somalia),,Somalia,Bay,Qansax Dheere ,Local Source Project,Suspected al Shabaab fighters abducted a civilian man from his house in Koban village (21km SE of Qansax-Dheere) in the morning of 20/01. The victim is allegedly accused of collaborating with the SNG forces in Qansax Dheere. He was taken to an al Shabaab base in Idale (60km SW of Baidoa) and his fate is currently unknown. ,0
20/01/2015,Battle-No change of territory,Dir Clan Militia (Somalia),,Hawadle Clan Militia (Somalia),,Somalia,Hiiraan,Beledweyne ,Local Source Project,Heavy fighting broke out between Dir and Xawadle clan militias in Deefoow village (30km NW of Beled Weyne) in the early morning of 20/01. At least five combatants were killed and 10 others injured.  Xoday Weegle settlement which lies south eastern of Deefoow village was also set on fire. The fighting broke out when heavily armed Dir militia crossed the border from Ethiopia. The conflict follows a history of deadly fighting between the two clans in the village.,5
21/01/2015,Battle-No change of territory,Military Forces of Somalia (2012-),,Al Shabaab,,Somalia,Bakool,Tiyeeglow,Local Source Project,SNG forces based in Tayeeglow attacked al Shabaab fighters in Buulo Jadiid Village (20km W of Tayeeglow) region in the morning of 21/01. The two sides engaged in a heavy fighting that lasted close to an hour after which the SNG forces were forced to withdraw. Three SNG soldiers were killed and seven others wounded. Reports indicate that three guns belonging to SNG forces were seized by the al Shabaab fighters. Al Shabaab fighters casualties could not be established. ,3
21/01/2015,Battle-No change of territory,Military Forces of Somalia (2012-),,Al Shabaab,,Somalia,Bakool,Xudur,Local Source Project,Al Shabaab fighters fired shots from distance to SNG forces position in Xudur town in the morning of 21/01. SNG forces did not respond and al Shabaab fighters withdrew. No casualties were reported. ,0
21/01/2015,Battle-No change of territory,Military Forces of Somalia (2012-),,Al Shabaab,,Somalia,Banaadir,Mogadisho,Local Source Project,A group of al Shabaab fighters carried out a hit-and-run attack against NISA base in Sarta Qabyada (Yaaqshiid District) in the night of 21/01. The two sides exchanged gunfire briefly after which the al Shabaab fighters withdrew. No casualties were reported. ,0
21/01/2015,Battle-No change of territory,AMISOM: African Union Mission in Somalia (2007-) (Ethiopia),,Al Shabaab,,Somalia,Galguduud,Ceel Buur,Local Source Project,Al Shabaab fighters ambushed AMISOM (ENDF) convoy in Ceel Lahelay Village (20km NW of Ceel Buur) in the evening of 21/01. The two sides exchanged in gunfire for about 30 minutes after which attackers withdrew. Casualties are unknown. The convoy left Dhusamareeb and was heading to Ceel Buur when they got ambushed. ENDF/SNG forces conducted a joint security operation the following morning in the village and arrested a number of people they suspected of links with al Shabaab. ,0
21/01/2015,Battle-No change of territory,Dir Clan Militia (Somalia),,Hawadle Clan Militia (Somalia),,Somalia,Hiiraan,Beledweyne ,Local Source Project,"Heavy fighting between Dir and Xawadle clan militias resumed in areas near Deefow village (30km NW of Beled Weyne) on 21/01. At least 25 combatants were killed and more than 50 others injured during two days of armed clashes, five of which occurred the previous day. Both sides used heavy weapons and are receiving reinforcements from their clan militias. ",20
21/01/2015,Riots/Protests,Protesters (Somalia),,,,Somalia,Hiiraan,Beledweyne ,Local Source Project,"A demonstration in protest against reports that Ethiopian Liyuu Police is taking part in the ongoing  clashes between Hawadle and Dir militias in Defow Village (30km NW of Beled) took place in Beled Weyne on 21-22.  The demonstration, which took place at night, was sparked after large number of the Liyuu police crossed the border to back the Dir militias. ",0
21/01/2015,Remote violence,Military Forces of Somalia (2012-),,Unidentified Armed Group (Somalia),,Somalia,Jubbada Hoose,Kismayo,Local Source Project,A RCIED targeting a security vehicle exploded in Umburtori section of Fanoole neighbourhood in Kismayo in the morning of 21/01. No casualties were reported. ,0
21/01/2015,Battle-No change of territory,Military Forces of Puntland (1998-),,Majeerteen-Reer Biciidyahan Sub-Clan Militia (Somalia),,Somalia,Mudug,Galkacyo,Local Source Project,Puntland security forces clashed with armed militiamen hailing from Majerteen/Reer Biciidyahan sub-clan that who re-erected an illegal road-block in Cagaaran/Abaray (30 km N of Galkacyo) on the road between Galkacyo and Bacaadweyn in the morning of 21/01. One clan militiaman was reportedly killed in the clash while two others were injured. The forces arrested two others and reportedly managed to dismantle the illegal road-block. ,1
21/01/2015,Battle-No change of territory,Dhulbahante Clan Militia (Somalia),,Habar Jeclo Clan Militia (Somalia),,Somalia,Togdheer,Buuhoodle,Local Source Project,Dhulbahante men numbering 10 stabbed and seriously injured a man hailing from Habar Jeclo near Maygaagle Village in Buuhoodle District on 21/01. The incident happened after the man declined to disclose his sub-clan. The perpetrators also seized an AK-47 rifle from the victim. ,0
22/01/2015,Battle-No change of territory,Military Forces of Somalia (2012-),,Al Shabaab,,Somalia,Bakool,Yeed,Local Source Project,Al Shabaab fighters launched a surprise attack against SNG forces in Yeed town in the morning of 22/01.  The attack was aimed to free al Shabaab prisoners held by SNG forces. Al Shabaab fighters freed three of their colleagues. Four SNG forces and three civilians were injured in the attack. ,0
22/01/2015,Battle-No change of territory,Military Forces of Somalia (2012-),,Al Shabaab,,Somalia,Banaadir,Mogadisho,Local Source Project,"Two al Shabaab fighters attacked SYL Hotel in Xamar Weyne District in the afternoon of 22/01. The attack started with a VBIED which was driven to the gate of the hotel by suicide bomber. Another al Shabaab fighter engaged in fierce gun battle with the security forces at the hotel but were subsequently killed. The hotel is the venue where the recent IGAD conference was held.  The complex attack against the hotel is believed to be related to a planned visit to Mogadishu by the Turkish president, Recep Tayyip Erdogan, reportedly expected to be hosted in the same hotel. ",5
22/01/2015,Riots/Protests,Protesters (Somalia),,,,Somalia,Hiiraan,Beledweyne ,Local Source Project,"A demonstration in protest against reports that Ethiopian Liyuu Police is taking part in the ongoing  clashes between Hawadle and Dir militias in Defow Village (30km NW of Beled) took place in Beled Weyne on 21-22.  The demonstration, which took place at night, was sparked after large number of the Liyuu police crossed the border to back the Dir militias. ",0
23/01/2015,Riots/Protests,Protesters (Somalia),,,,Somalia,Galguduud,Dhusamareeb,Local Source Project,Hundreds of civilians have staged a peaceful demonstration condemning Charlie Hebdo Magazine in Dhusamareeb in the morning of 23/01. The protestors burnt the flag of French flag during the protest. ,0
23/01/2015,Riots/Protests,Protesters (Somalia),,,,Somalia,Mudug,Galkacyo,Local Source Project,"Hundreds of people including religious leaders, students, women and youth groups staged a peaceful demonstration at Cawale Football Stadium in Galkacyo (North) in the morning of 23/01. The demonstrators were protesting against the French Charlie Hebdo magazine. The demonstrators carried placards condemning the magazine. The demonstrators chanted anti-Charlie Hebdo and anti-Western slogans. The demonstrators shouted that they will not tolerate anyone ridiculing the Prophet. Police were deployed to ensure the security of the demonstrators. The event ended peacefully. ",0
